tweet_id	source_user_id	rt_user_id	tweet	website	tweet_time	hash_tag	raw_retweet_count	direct_reply	inf_conv	num_people	num_orgs	num_locs
2.9364E+17	1053453199	-1	Anti-Gun Group Edits Quote To Remove Reference To Stopping a Lynching With a Pistol http://t.co/BXb74W0e #gunrights #nra	http://t.co/BXb74W0e	1/22/2013 3:45	gunrights	0	0	I	0	0	0
2.93643E+17	48195067	104342107	RT @Gabby_Hoffman: Harvard Study: More Guns, Less Crime http://t.co/Ptl4S4B8 #gunrights	http://t.co/Ptl4S4B8	1/22/2013 3:56	gunrights	50	0	I	0	0	0
2.93643E+17	128360486	-1	Recent News: Tiananmen square activist turned American citizen demonstrates for the #2nd #gunrights http://t.co/0V37vt6b	http://t.co/0V37vt6b	1/22/2013 3:56	gunrights	1	0	I	0	0	1
2.93645E+17	1102205815	-1	RT: @DLoesch NRA more popular than entertainment industry http://t.co/kan6wkLk #gunrights	http://t.co/kan6wkLk	1/22/2013 4:01	gunrights	2	0	I	0	0	0
2.93649E+17	31112537	-1	USA uptick reflected in price direction of #graphite and #fluorspar, but we will see what happens in March #FiscalCliff @ftcommodities		1/22/2013 4:17	FiscalCliff	1	0	I	0	0	1
2.93652E+17	1053453199	-1	Idaho Lawmakers Besieged by Constituents Wanting Their Gun Rights Protected http://t.co/Y3tmm9EU #gunrights #nra	http://t.co/Y3tmm9EU	1/22/2013 4:30	gunrights	0	0	I	0	0	1
2.93653E+17	17448012	-1	This is how Obama will take you guns. http://t.co/U3Osbi4J #TGDN #Freedom #Liberty #RNA #GOA #tlot #tcot #lp #2ndA #gunrights #guns #rights	http://t.co/U3Osbi4J	1/22/2013 4:33	gunrights	0	0	C	1	0	1
2.93653E+17	403406021	-1	Any @GOP Senator or Rep who voted for the #fiscalcliff bill without reading it should be recalled for betraying their constituents. #PJNET		1/22/2013 4:34	FiscalCliff	1	0	C	0	1	0
2.93654E+17	20745469	44454246	RT @PutnamToday: Five things investors can do now to blunt higher taxes in 2013. #FiscalCliff http://t.co/3QHlgTQw	http://t.co/3QHlgTQw	1/22/2013 4:38	FiscalCliff	8	0	I	0	0	0
2.93656E+17	1053453199	-1	Colorado Sheriff Joins Gun-Enforcement Refuseniks http://t.co/rrRTCOHo #gunrights #nra	http://t.co/rrRTCOHo	1/22/2013 4:45	gunrights	0	0	C	0	1	0
2.93656E+17	605302070	31112537	RT @sdmoores: USA uptick reflected in price direction of #graphite and #fluorspar, but we will see what happens in March #FiscalCliff @f ...		1/22/2013 4:48	FiscalCliff	1	0	I	0	0	1
2.93657E+17	93096478	403406021	RT @Johnny_Petrini: Any @GOP Senator or Rep who voted for the #fiscalcliff bill without reading it should be recalled for betraying thei ...		1/22/2013 4:50	FiscalCliff	1	0	C	0	0	0
2.93659E+17	1053453199	-1	Poll: By Two-To-One, Americans Favor More Guns Over Ban To Reduce Crime http://t.co/WlPYeFy5 #gunrights #nra	http://t.co/WlPYeFy5	1/22/2013 5:00	gunrights	0	0	I	0	0	0
2.93667E+17	1053453199	-1	Politico's Thomas Views 2nd Amendment as 'Limited to Muskets,' But Sees Debate as 'Side Show' http://t.co/8cAWiYvY #gunrights #nra	http://t.co/8cAWiYvY	1/22/2013 5:30	gunrights	0	0	I	1	0	0
2.93668E+17	28824825	-1	#USA : #FiscalCliff resolution should allow recovery of #investments - #RTJan		1/22/2013 5:33	FiscalCliff	0	0	I	0	0	0
2.9367E+17	452518653	386248016	RT @lew2696: #fiscalcliff hayyy gurl lets get fiscal ;) http://t.co/CamMOAxs	http://t.co/CamMOAxs	1/22/2013 5:41	FiscalCliff	1	0	C	0	0	0
2.9367E+17	128360486	-1	New comment on Penn & Teller on the 2nd Amendment #nra #gunrights #2nd #tcot http://t.co/p7XBUcSd	http://t.co/p7XBUcSd	1/22/2013 5:42	gunrights	0	0	c	0	1	0
2.93673E+17	128360486	-1	Recent News: Must See! Chuck Woolery on Assault Weapons #tcot #nra #gunrights #2A http://t.co/bdA33hLt	http://t.co/bdA33hLt	1/22/2013 5:56	gunrights	1	0	C	1	0	0
2.93675E+17	1053453199	-1	Dems and Their Gun Money http://t.co/shKhssB9 #gunrights #nra	http://t.co/shKhssB9	1/22/2013 6:00	gunrights	0	0	C	0	0	0
2.93678E+17	1053453199	-1	Dems Wary of Gun Control http://t.co/QaSyrkWJ #gunrights #nra	http://t.co/QaSyrkWJ	1/22/2013 6:15	gunrights	0	0	I	0	1	0
2.93679E+17	847343096	-1	@KenBurns @PBS very true. I wish that union would prevail more often in times as trying as these. #FiscalCliff		1/22/2013 6:19	FiscalCliff	0	1	C	0	1	0
2.93685E+17	28824825	-1	#USA : An agreement between the #Democrats and #Republicans was reached, thereby avoiding the #FiscalCliff - #RTJan		1/22/2013 6:40	FiscalCliff	0	0	I	0	0	0
2.93687E+17	629601410	-1	Do Gun Control Laws Control Guns? http://t.co/mqavudLl #guncontrol #gunrights #secondamendment #firearms	http://t.co/mqavudLl	1/22/2013 6:48	gunrights	0	0	I	0	1	0
2.93688E+17	19365750	-1	Ruger -Take Action Now! http://t.co/Ycq22EFk #2ndamendment #noguncontrol #gungrab #TGDN #tcot #ProGun #NRA #tiot  #gunrights #teaparty	http://t.co/Ycq22EFk	1/22/2013 6:53	gunrights	0	0		1	0	0
